User-ID,ISBN
130574,3426618303
123257,043935806X
217375,0385729340
138073,0140071466
72141,0871136791
86243,0099139901
51450,0316710571
265591,0007100914
110912,0451187997
25359,0671649574
85526,0771055684
51883,0807504777
93791,0345422317
181212,0684832291
51350,0553574639
32627,425036413
170634,0517084880
90657,0425109720
51526,0446300152
171118,1562056417
213350,0198203276
226545,0843951117
29915,0060532149
262557,0132045796
173632,3205055683
50859,0393323587
19085,0553582526
153718,031232118X
251422,2895231834
192470,0747257582
26544,0440220602
8487,0446525502
235105,0395659884
124487,038088450X
2954,0385319622
124942,0671867172
151806,0521285038
98297,0733602886
73651,1863301011
228226,0156835207
159033,055310523X
35859,0553274309
206534,0446611921
165175,0439281369
270069,0140071083
147451,0671047485
98391,0765303086
181687,0515131229
98391,0446612332
272120,0812575334
156150,0070510989
230253,0843951818
108454,0688046606
232853,0312199430
220122,0156006391
232756,006019362X
241548,0451181379
31254,0446605980
273979,0671039741
32148,0060930527
255814,1841154776
30824,0446611808
23768,0446602345
33026,0140072721
197971,0812571363
124942,0451163486
144555,0425176932
198711,0590478370
59172,0446526924
147686,0425152898
46443,0836217012
245827,0374332657
69378,067188018
20688,8401499720
28204,0345354621
198711,0590414607
20484,0671040588
5733,0002245663
81128,3499424371
26544,0553492551
192185,0679411674
94979,0345342968
246995,0553578316
33408,8429446265
199431,006440854X
278418,0373116918
237856,0767905385
197775,014004891X
185233,0553055844
131837,0060008032
274308,0671809000
261829,0441007813
127200,0688801935
242248,0373872437
51386,0442228872
23872,0670851302
152309,0394726421
193634,0971880107
176459,2253144908
261105,0140003916
39250,1553211057
162639,0312971400
87555,038546889X
262569,0062516590
16795,0425146413
239067,0060928336
7841,0749302224
52352,0061092037
268330,0671657666
242824,0515116750
15957,0440235162
40943,0764105736
166891,0525941673
233917,037371128X
113083,0688102204
56856,067162508X
193676,0385335482
212965,0786005246
16634,0385482485
123468,0292727542
74312,0375727345
190925,0373258844
173999,2253056308
79186,0446606324
16877,0553225855
107784,0590482467
212898,0446602728
73394,0440114756
179730,0451207521
60569,0440241162
164926,0938635859
43246,0888992211
212898,0373483880
174791,1582347662
91017,0553583468
46169,0375506187
85993,0684859726
123215,0440108268
73681,0425166619
93220,8806155873
219593,0071383263
248965,0441007430
2033,0471489212
153662,0061043117
197410,0099419785
217986,0671250817
93085,0553266578
136348,0743245520
98391,1594140995
70594,0586072519
116676,0804102988
39646,0553278916
240144,0553284185
37030,0345447158
233911,0812513967
104636,0141305959
186899,0590435698
147752,0307215520
129399,0385324057
258534,0897330854
113817,0141007338
258185,0671795538
95590,0312977026
30985,0425083837
3827,0006755291
242299,0671039873
30887,0451410629
123154,0028617177
228351,1594574073
78834,1566910005
227447,0373750021
91832,0374523223
147451,0954136306
222351,3499232871
46398,0385294166
94347,0671822543
174304,044651862X
226031,0449133842
53934,0226743446
35921,0590381539
141902,0785270159
153869,1853260959
8681,0375707972
253871,0743418174
79590,3492229786
36606,0307231305
37712,0399139117
76352,0440183669
229258,0679459626
5448,0689311001
269738,0821770179
274117,8872303397
42180,0385314698
253602,0836218655
254465,0671724517
268030,0312974256
29526,0399148728
50545,051513290X
202711,0374138591
76626,055310666X
271144,0312017626
101851,1564580636
177374,0671002031
145641,0385336179
207226,8437605679
160735,1575661896
175886,0263740935
153662,0399151060
244995,009187887X
221445,1557732159
185390,0916441865
180832,0472061453
215139,1551665085
34636,0345366670
177432,0452279607
16966,0553269445
140555,0553572393
8066,0156027321
254064,0060192321
60244,0375703950
228666,3492203582
79215,0446613444
248138,0201000822
6575,0312989393
84479,0671020250
239594,0099286580
229551,1552633268
206979,0241130336
178181,0253365430
93363,1578561272
6251,0380778785
153662,0060924640
36327,0571197981
174216,0446310492
40943,0671021338
269566,0898282632
103304,073942775X
162639,0670894486
87964,0440212316
175052,0515117234
51094,0553278517
117593,0345313860
56941,184115377X
243026,3421063818
2596,3612276581
131402,0446675059
11817,1578660343
24392,3442237335
32861,0440237416
200674,0310466520
143020,0897330536
123430,0385504209
151806,0316140651
33974,0812590554
225810,158062748X
67120,3442429552
254899,0553256130
189835,0515082295
110912,0743403541
226545,0553802003
153662,1551669374
253852,2846260346
40943,0446356859
273190,0679751521
20462,0312099436
264317,0345335465
178950,0671850253
27551,0764502611
30972,0380792486
275020,0449211142
153662,0743444051
248805,0140126562
169233,0312927223
177458,0886773520
74911,0345336275
227250,0373790198
72530,006447335X
20332,0140296468
59912,0345423135
7915,0764563556
127093,0425107469
121257,051512219X
172248,0263729400
204864,0060168609
234623,0451141482
219259,0380814765
137589,0553117459
181176,1556591047
49103,8879285955
143175,0399138919
107044,0715805908
157252,0912500107
128332,1401301231
213350,0805018557
27705,0590494457
23768,067973404X
66323,1558745157
44937,0802784593
110973,0425133540
227447,155166951X
263163,043936213X
82831,0894718207
151139,0060394390
269566,0345298616
8362,0385490992
125039,0671774654
250405,039952715X
167349,0373218192
122177,0553278355
27617,0446611913
269841,0312966792
233526,0440241413
232625,0425166287
66323,002026478X
117912,044688667X
222368,3442728339
167800,0515114693
11676,034073356X
98741,039484825X
93085,0440201322
129690,0671690094
275087,0312960344
76151,074324642X
137776,8817131628
161986,0385421494
145619,0553583905
222941,0373790805
263794,0312150601
255056,0299160343
229816,8806143042
250367,0446519537
233924,0373872178
69658,0671798316
212196,3404116143
174791,0816742952
88695,0916439011
211426,0380978989
236480,0515135062
178920,0385492162
17904,0590877666
148898,0440112052
245827,0896936899
104300,0385503008
213638,0671746065
257204,0671792377
107784,0375706771
49889,0064400042
102196,3423078413
267895,067697175X
217375,1582450366
198711,0671032658
94865,0553575325
110076,0800844874
15945,0393057313
67402,0345426274
109574,0896227308
232271,0765341972
243077,0767908090
197659,066932972X
230522,0316109304
110214,0451202384
215752,0345350499
24921,0449214176
241997,0140298479
104253,0061020761
210346,0743211375
131046,0898152712
143426,0440237416
204641,0312195516
246312,0553212583
23680,0440236754
268262,1567183042
153308,1582432732
23965,0425166627
249894,0821777033
266056,0451186648
7286,0380600129
163759,0373272294
69042,0307987698
214994,0505523973
98391,0553586149
123372,0099800403
90137,0380765454
55187,0373870159
100796,3828967167
166363,2070415538
245443,0804114900
133747,0743203070
121989,0380701340
116599,0373073577
159059,0006485014
85757,1579121128
147439,0375703845
212923,0743422910
43806,0515119644
80810,0451197054
55438,0871239795
253903,1580627560
12035,0786889322
26583,0553226886
99469,0806993537
209516,0552991260
219208,055329802X
25976,0373707223
159858,0553089234
236283,1567140548
11676,1551667223
230522,0684853418
91939,0441070248
14387,0399146253
171441,0804106436
93364,0205262589
177040,0449219364
93805,0316666343
49889,1557734909
149907,0704100029
256844,0821774263
110483,0441009077
125538,014023604X
199444,0446364762
40511,0440225922
113537,3932069404
37288,0375805419
204864,0449149234
78328,0345363310
88283,3434545018
151762,3596124611
112437,0373790449
265591,1583488170
167715,0553574574
125692,0373169388
165232,0843937963
190708,0440442648
15654,031205436x
270629,0844226351
6900,0449907481
36638,0805210172
248718,0809076055
35859,0553576925
238864,0099527111
231210,037376037X
67930,449910490
251590,3596216168
98741,0453005004
11676,0446608386
236058,0679745653
4547,0061002860
128841,0345303091
88733,0913515353
150979,0375417206
170866,0964631601
178199,0151907366
145619,0380804883
277195,684144433
150968,0446512117
225010,0805010882
28078,0515132136
197582,0688097480
261412,3596220432
43806,034544227X
187256,0312865317
131675,9027418225
216683,0440111811
38023,0380820048
98443,0064400980
17224,1852426861
236959,055356451X
47767,0385505833
155495,0821762532
58152,0002261022
212216,0758204582
269321,0505523752
156243,0753500132
30533,0806959126
159858,0425098605
53174,0553575414
133990,0446602531
250013,034910171X
110029,0060163283
26544,0425136612
225810,0671741039
245827,0140170790
60244,0425141756
131402,1877178756
194842,8466601341
61619,0608033200060
86243,0452261414
94923,0553582747
198711,0843108967
218569,1559948191
207000,0738200255
60745,0140430962
263733,3423118709
35979,0452262496
182334,0671027360
259850,0140374965
217121,0060001941
130950,0449907074
67992,0061056693
113270,002089130X
56307,0743411269
174914,0060929790
193499,0671537881
134311,0451190572
190844,0684856603
110029,0140279407
63983,0804115486
108535,0060934417
98547,0448095246
7346,1558744630
109532,0380002450
133567,3596213819
265013,9721048348
231210,0373117213
228764,0060092653
20850,3492238696
204864,0590473328
131317,1583224890
103315,0451184114
227447,0380710897
227702,0743418174
192101,2742729038
167945,1857022424
54218,0553293087
198711,0307177106
61494,359614406X
172802,0060521562
189474,0786886323
191498,0060809833
267061,0373621175
16943,0732911079
190708,0515125628
157273,0307100936
38281,2253146501
236172,0425141233
79977,0399143904
142715,0679454489
227447,0385306024
208406,0553280341
262998,0156612062
222609,3442452848
99641,0849937558
42400,026167398X
249894,0449149056
152532,2724274520
179826,0753814315
85526,038565927X
156300,0871352427
204864,0316879975
77940,0590252275
139141,067189109X
2276,0425182908
212898,0070064520
191709,087785386X
240144,0380790564
105979,0938410245
66443,0743464001
76626,0416101704
79639,8447315134
82893,0452276519
1901,0671795937
162738,0590420585
169252,1558744630
254465,0373834985
33974,0553583441
224764,0345296060
231827,0140386645
37874,0449223108
93047,1567180442
223210,0060542845
132544,0770417981
36836,0312198485
99775,2268012980
238540,0805000003
76102,0380718367
203240,014029628X
33943,0330482920
80538,0451204158
77886,067163691X
193133,0446405361
221777,038531700X
225087,0140126023
211426,0140440623
258185,1551665107
26593,0590494287
16795,0446608602
21708,0140067477
133296,0426202902
142093,0312952716
128085,0425178765
17538,0375700757
126395,1565076311
174304,0140432078
186547,0385335113
128122,0380816822
203968,0380016699
141444,0451195507
190925,0373482590
162014,0441135560
199827,0620202149
259378,0449005275
131837,0380708892
200674,0786011661
133910,3730400142
26508,0375727345
248259,0425136612
222204,0553201875
55187,0380790947
235543,0802139256
21261,0062502182
138578,096411643X
75591,0451166361
184424,0971880107
231048,0060808276
31466,0446611212
28591,0060560754
45409,0060001453
98707,3442424216
52888,0375703764
18519,0380795493
110029,0747248818
19981,0452270456
35859,0060548215
114583,0553561111
266642,1566190924
143163,0590203509
94923,0553486357
6251,0201626705
150124,0843930969
268622,1573221252
206393,0375755195
264321,0380896761
92861,0060995149
204457,038071843X
131855,0099271273
257024,0345396936
130722,0671042858
184401,0385267134
157273,0786883375
174830,0671213997
140000,0312959427
243996,0679745203
268330,0446679593
232486,0451407962
248479,000648381X
92694,0440229383
203031,0140433627
190708,0441693237
175636,037575993X
58646,067083629X
115841,0688142877
270713,0134023471
248718,1551665913
42171,0060196254
69076,8408042823
182987,0451526910
102164,0345380371
198711,0373117086
88348,0910055629
17596,0552991694
21264,0767905202
227873,8807811197
30276,0451206940
23547,0515135739
110973,0373029772
174304,0195051858
77772,044040942X
12538,0590130986
273805,0451203771
60424,0046120483
80806,0892962127
11676,0385419287
55850,1853260134
137190,2020281422
265524,0006545718
259260,0553584707
246655,0373113943
68309,0819562777
141958,0099338815
184299,0345337646
169233,0751503894
214272,0316038172
132544,0440434475
69056,0517885301
33943,2070406733
185233,0671727109
168047,0312866410
124202,3442095786
118391,1902483030
11676,044022442X
86219,1560761156
172742,0380005166
209559,0393318451
51450,1551664399
54095,0684848465
23768,0671782231
204864,0812517024
108352,0553345206
79191,8402097405
243546,185326024X
23872,0195114485
98391,0425185435
198390,0708837077
134784,067088796X
253871,0446359408
98787,0140430016
276498,1557732175
115324,0060971835
87690,0743412273
60081,059035342X
132735,0722532679
185275,0684833778
113519,8817125539
119115,8433920847
101214,0451142934
88937,0679751521
97025,1576570940
177114,0743406451
234613,1841153974
71102,0440539811
181687,0312965966
98440,0020136803
35859,0061058254
42198,0440219078
211436,0141003308
163570,0399149325
160819,0151054630
60337,155583258X
242824,0373195311
144555,1569870934
187312,0882667955
52584,38023531175
189334,0151972036
233911,0441010539
69378,0525155627
11676,8879831372
220122,0375758585
114813,055358376X
164675,0380723638
151991,0316601950
259028,0380817918
60277,0486295788
172030,0821722417
110746,1592400876
156319,0380973944
217929,0971880107
233633,067976402X
72251,0553274465
252222,0140039589
52203,2207254410
235105,0385508980
153284,0553268880
125774,0263724476
80555,0727842234
51350,0440222990
100906,0192833944
172542,0064400565
240568,0373262647
35036,0671004530
196160,0812511654
113270,0345377079
146649,8434813092
250330,0670852295
212898,0786005386
116041,044023512X
123056,0671011375
30744,1551668130
71285,8470411098
246655,0373076800
275919,0884948102
124487,0553582917
88444,0449225046
126149,0441172695
93363,0553213814
215225,3499234300
40553,0345372050
100264,0785313427
100805,3828015190
189334,0836210263
130474,034532532X
224373,0061001058
129716,044022103X
213880,0679419462
87555,0451168364
275970,0262112108
185653,9056950711
242824,0394718917
251422,0140014748
97754,067003097X
60277,0192829882
40889,0440224055
165308,0515119202
183995,0380799006
146230,0553482025
35398,3596294010
206695,0786006463
210959,0425130215
43842,1551665700
6575,0385498802
10819,0618055819
507,0312990456
232173,1863730648
134556,8408039369
207953,3312007739
242824,0373387067
52853,0380754843
115120,0030821916
189334,0425181685
194669,0380752352
25630,0671729209
150221,0805063897
231048,0590877437
153662,0867341300
170170,1860491022
127914,0816738696
227072,0345391055
54218,1565072200
153662,0373691246
126435,0860070913
240883,1571430458
129851,0553569155
263326,006098824X
149510,349916857X
242106,0394524063
240661,8831777777
173481,0590401815
275220,0060393009
171118,0520227352
244742,0452280354
102967,0449214176
11676,0688160964
155286,0449211843
15057,0393043487
160571,0812967240
15049,0760707251
266865,0802131808
211426,006029874X
147847,0770109225
269566,0553231979
93047,1564142493
77966,0099436744
202978,887819347X
30887,0553801430
231237,0385482388
8971,0140261494
159283,0704345919
238541,0451193288
187145,0375726403
98741,0671701258
212923,0394886690
238781,0373870566
270360,0006750133
224108,560444789
127359,0811808173
123215,157043123X
276405,0140285679
213707,0523422377
55272,0380719142
128693,0156768070
207499,044912505X
167759,0553347039
230522,0451208811
127505,0590486179
91761,0060915544
76626,156098659X
169341,0671026011
152726,0333653300
266226,0312983867
90134,0890878498
139141,0425176169
19085,0785271708
246655,0553582003
112914,0786881852
5582,0440210046
256407,0812544439
163319,3499432293
73923,068816689X
258270,0684830787
217681,073820675X
201783,1561447269
142691,0810927268
241326,0312144075
121766,1551664461
11676,0140441212
3690,0553295772
250935,0312305060
278418,0439288886
121545,0786880708
188583,0684869179
11676,067100414X
21014,0553569058
228764,0515116068
8314,0312868855
181232,0674005899
124489,0440213185
160769,0330370014
266551,0375409084
103496,0671047345
238864,0721405975
213350,0521093554
189334,0394419235
274004,0393309061
198711,1570823847
142579,0451205774
148154,842045804X
155343,0007100442
44091,0380787377
247241,0385336772
241306,0449142442
73394,0330418149
204571,0671867091
35859,0061093297
76576,0440220653
269841,0440226449
114216,067140010X
143175,1551668920
258152,0345325664
38781,0440235618
188796,0915132141
205735,0939508044
60244,0679439242
167471,1840460725
108155,0670865796
17836,0451526341
61051,8437601487
32122,0449006530
240144,0811831310
60707,0449703983
180415,0446610038
2414,0062502182
244873,0449219410
141710,0553565915
153662,0531088774
162472,0425145638
42466,0553290762
29259,0446521582
98741,0849937019
75860,0486200019
56856,0440217369
196985,059045112X
233711,0373250207
269321,037383599X
174827,0425191583
177090,0440222877
221595,0859533239
8512,8429717757
231263,0156005549
151107,0312204914
251342,8846200853
26516,0898794048
12657,3548237983
88222,0345384466
59150,0773762167
110076,0413531309
162738,0812539117
222789,1557830983
177458,077473129X
153662,0743482395
182987,8474441404
242409,2070387070
261291,0684865793
145190,8874960107
8066,0743412028
213109,0871137836
204864,0679736662
22818,0452282829
278418,0590417290
50714,0590568736
184279,0380730863
70222,0312855729
223154,0316693251
55404,0373711409
201768,0380542625
132030,0440180295
98391,0743204832
37874,0440212189
35859,0312976267
101851,0316816795
265751,0375757147
168245,0004708717
87712,0375756981
107784,1551668513
28899,0446515043
78783,0345394402
87141,0060008725
61427,0440226104
56856,0451180224
61677,2070374157
65419,0312995423
271428,0395245109
57620,0793835763
252347,0425143325
47504,0312243022
125411,1400047714
134797,0971546711
185233,0590480154
229313,0440208416
256167,0786806532
33974,0917463102
54218,068816269X
41455,044217563
25722,0393034372
171703,0917657683
265889,0340186119
278418,0440495563
70628,1860465536
263163,006440630X
138777,0802774024
210485,0805063897
32057,0671003755
191501,8807490234
94985,842727615X
195980,0440407435
42978,9728423179
225822,0441571018
198621,020161622X
257700,1580621805
202277,1400034779
36836,0345385764
86027,3570023915
69355,0679412921
259901,0743417682
6543,0740704567
236959,0743412028
141493,0345438329
156343,0385503822
195621,3453014596
153662,0425138232
238699,0373218397
103041,0812533453
198711,0140374671
202462,0380547341
100594,1861591896
184299,0531108767
35050,0553157477
138441,0964894270
277527,0679723161
52853,0515132020
228311,0679735771
175003,0449227847
34776,0884872386
245645,0884194361
199658,0316289124
236283,0821729012
4090,0316601950
130271,3442451426
210485,0553349481
245740,0064400557
214920,9505111894
35859,0671672800
69229,0440224187
233911,078878983X
100782,0486282082
163973,0449143589
5903,0316777722
15250,3937793003
236625,0849942942
112001,006108171X
226545,0373123280
214786,0312924585
191709,0877853827
274004,0446364193
264321,0773755365
190925,0061032123
183340,0446691267
249886,0446608955
41227,3426619164
189334,0836220986
79186,0394848373
98943,0812555112
39773,0786868716
216724,0671026240
136139,0515133639
96776,0751514187
125541,0553100351
123625,0140314601
201447,0523403119
240144,156138061X
107453,0380819708
268110,0689839898
8971,1571741119
154679,8500009713
61798,0399148515
203968,055323546X
98787,1853260002
190074,0590884956
146113,0671690558
119575,0345356500
248718,0679406743
165884,0440234743
230522,1590600401
157290,0758201222
239020,0449219410
217375,0140085076
148258,060960807X
185126,0330368990
121719,0380018179
247129,0933833571
126149,0312263120
250980,019283374X
130866,0373218958
169663,0060972777
204864,0446401862
125692,0373252978
72323,844730003X
129074,1579542085
20627,0895298694
87746,0786865059
172742,1555423647
84866,0812575725
269728,0060256664
242106,0553055763
73394,0316479977
17950,0671729411
177458,0671043706
168694,1413901441
215071,0679772669
1674,0312874006
122716,0821759841
58768,0671656589
218422,3423125004
83043,0743406125
63099,044180263X
110973,0373026188
63243,0330283677
166123,159052201X
262998,0521646898
150897,0452280060
76352,0380794489
218568,038039586X
35182,0945575882
271284,0671439162
258235,0439376068
93241,0156027321
242999,0399146253
198711,0451174968
26544,0425165108
196738,0446604763
164323,0312168764
197664,0425163407
218552,1587887789
251422,0440200989
124724,1580623700
41718,0804119503
111922,0312305060
92094,0380709953
254465,0446360511
212216,0446359866
34588,0811825558
66680,0553233068
129074,0553256742
181489,0201716143
131031,0679776362
264031,0849916739
60244,0671658778
249894,0783522541
50658,0451192028
278418,0671575600
149084,0425106330
263877,0786004681
261888,0345373529
161198,0771091877
54208,0805066225
479,0425178242
24838,1581821875
251495,0452283442
227520,067003116X
214212,0446604534
197687,0671700359
171118,0749707895
79842,0672319187
79285,038079070X
189835,0679783202
139141,0373245211
21618,0804111359
109901,0140187529
243930,1573228281
31556,0871562332
131894,055309999X
87143,0440132789
27875,0064402657
179791,0330352253
78783,0739300318
250405,0316598305
57449,0552998001
200834,0679722670
37712,0440363586
206865,2070756319
235105,0671673688
224349,1880284324
53729,0749302291
248169,0425121631
140000,068480140X
55492,014016930X
117445,0446530077
20409,0385323638
272884,0553582755
33974,0374522928
101267,8496246086
60244,0140361243
151917,1568650000
259380,0671750127
110973,0743225406
223087,0804110867
98741,084993897X
98391,0446612944
76482,0743244370
268330,0373196350
30787,0312205406
8971,0553293354
194518,0440226430
263325,0385504209
123203,1558533834
269719,0451206916
231210,1555833543
139827,0312990456
145451,037348397X
153662,0671027689
129505,0312423772
63938,0141001844
270156,0375413081
60244,1590520386
115917,0688095771
98741,0671009605
240567,0804108692
74487,0425067815
249862,0345308980
206567,0066212693
157811,0836280849
102359,0717282104
52584,0671004565
152249,0140188444
213350,0486421228
205473,0771091788
65109,0446678457
277590,0340769181
242006,037307607X
109741,0140430164
55438,0805498702
156670,9722010492
135831,0345435001
223942,0307440087
202277,0971880107
124078,039701001X
216962,0440213525
224226,0446672211
172742,0451180755
234623,0762400641
93363,157673787X
137616,38002312075
256072,0679310215
108285,0671873199
70052,0671553038
39868,3789131288
182085,0060505885
100906,0486287319
143792,0312308922
6575,0805066128
69709,0440234573
171050,078601542X
90912,8882370488
235392,0425172996
238781,059048141X
179147,0316601950
98391,1893896897
242824,0449128180
153978,037572578
127384,0698119185
220911,0671708635
241020,3596113136
201526,0553274740
206903,0778320316
170518,0061091618
123261,067169071X
89867,0874491096
4878,0440219078
56554,157322930X
229862,1931484295
55548,0786915749
141533,0375400184
74775,0812551389
89623,8838906149
127233,0876667116
104399,0671021362
169563,0375703055
11676,0373258410
92810,0670892696
135149,0553583395
87555,0060173521
33888,0099404125
234359,0446600466
238898,0375707972
43842,0451120558
262666,067697385X
138703,0590620118
70585,9158208763
269566,0634057332
204993,9026303742
258185,0380725231
260067,0670891770
182993,0395866502
57068,0671876236
115537,0515101486
88693,0553268449
253859,8483105845
242006,1575665379
19664,0749316837
84118,0553141406
220940,0802135226
137849,0802713424
74056,0553232282
35859,0816763208
268300,0312975724
3145,0842342702
153927,0842329293
189835,0896219291
127200,0449310039
203968,0425142485
131128,0312966091
227831,186049904X
15408,0375506039
110834,0618002219
148744,0670865796
141493,0380780860
226545,0671894455
170767,0373290462
153653,0886770548
234623,0440237416
164847,0515121282
144578,0385319444
30750,0930330129
117132,0399149392
53392,0385720106
94768,0330322699
187145,0345410467
136205,0671001795
69310,0786813318
90481,359614857X
150966,0446612731
141047,0061030457
27788,0385730586
263460,0151008116
188010,0451197747
118320,0345365763
56959,0425153363
77062,0874776112
3363,0842300198
142454,3404138716
227377,006016848X
264828,3895083542
123608,0789435926
190925,0373441908
68000,0316324183
60337,0060165529
114896,0688172288
189334,0397013159
252848,0394503414
76352,0440212030
165224,0440220424
96475,0373030541
208095,0881847402
98391,0553110977
155463,0025258001
177607,2253139459
64092,0671014218
55548,0786889004
98391,0373791267
226545,031298376X
170415,0886775876
225996,0446673188
96659,0380724979
177032,0590993909
78777,0971880107
226809,0375406328
193470,0688170528
212898,0425161099
244139,3423202947
140036,0451171357
83110,0805063897
116327,0312265859
80538,0385730586
228760,0312195516
43806,043935806X
46790,3596130751
16161,0749918241
235105,0553272462
83109,0863580521
210717,0425122964
57200,0671742558
138578,0060163747
60980,9034900517
214464,8871007573
158295,0553579142
94513,0486277860
93363,0553273299
219659,0451524764
254665,0375704515
139586,0812524586
29259,0553259814
278418,0373117647
251422,0515080756
98391,0843949074
63246,3453210697
255648,0373226985
11676,0441206662
27788,1892738260
260662,0373301537
98904,0451169530
187517,0449223043
56959,1564021904
98391,0778320626
10447,1555612423
32440,1879758393
111440,156731080X
209373,034538184X
207349,0671670069
93085,0451404327
278418,1566820421
228681,0449209598
216114,0399147381
93241,0425178218
195694,1575667282
69697,0312979681
174428,0802139868
185467,0688157998
231808,0590603698
233711,0006476325
162519,0743437640
47743,0553571656
105979,0425117383
211231,0142000108
230708,0553574116
87141,1887317023
55438,0140270590
6156,0312168748
81492,1558746226
133567,3499423642
138073,0345446550
52584,0671010093
7286,0688177484
251422,0373730284
148294,0802837875
134234,0786868716
86134,006019491X
173632,3765100455
241214,0452264464
232990,068484477X
234623,0894909754
7346,0380809389
226393,0440226430
159827,8403093381
151739,0452282152
246483,0060093544
3167,0671894226
163804,0345443284
236872,1841151890
88733,0062502301
121251,0201309599
178667,0743417682
173580,088365721X
16634,0515103802
69648,033035034X
251613,0930265610
190925,050552354X
133177,0385333463
204864,0385198477
63925,0671874349
99456,0452263565
185233,0373707975
177458,0684849143
152249,0671655507
13668,0020427859
81848,0380752131
48736,0802138209
28980,0688136222
226965,0938586483
158295,0345411447
238961,0717284735
268330,0425173534
181011,0553238655
178072,0971880107
176650,0345301110
7915,0345433262
206959,0671727796
261724,0671027360
125692,0373691041
160434,0070212570
185384,0140328696
89891,8427237014
146113,055326401X
14422,0061041998
240490,0446611212
257534,0517703254
126736,0312184980
178471,1573222216
207782,0886775981
273110,0446354678
43806,1878702297
251394,0553298178
53174,0440211360
88389,0061093327
225763,0140124381
243490,0441240925
136347,0786708522
48495,8775605457
40254,067160256X
186591,140003339X
199742,0525945741
76888,0451526570
31556,0525938532
146212,0393087832
110076,0891452427
153662,0380819635
243328,0060920084
98391,0743464680
27801,0316678104
50111,3442722802
113983,087584863X
35836,0553290274
50849,0676973612
138073,0006514774
25981,0373196075
42597,0345410998
98525,0452273056
270737,0312263120
153662,082176201X
108005,0440122090
186570,0886774519
189334,0373169841
182085,037325900X
220940,0312982089
37447,0312924801
78834,0671510126
235117,0849916879
224646,0330319922
202277,0767912918
190305,0440213290
213350,0609601431
125203,0684852683
133414,0971880107
228021,1563890119
50225,0446611239
172030,0373075367
182085,1551669099
113983,0786883367
136560,888019061X
274301,0394506510
11993,0385413017
276369,0061030597
66945,0142001805
83287,0061092606
268788,0380789035
24194,0893755931
263877,1552780724
113519,0670878847
229329,2020255839
21014,0064400085
278418,0394873378
52917,0809001365
142524,0446393274
29259,042508678X
25630,1567181562
63714,0752528289
125692,0373790260
113612,3492207006
255092,0943432677AND
11676,3257061269
165319,0688046126
914,3423078405
58078,0385335482
15964,0812520823
149909,0821772643
234828,0345373952
95193,0688001947
11676,051788710X
34397,0688086888
207851,0385263457
99550,0523485506
81298,1558746161
131046,0373833121
95932,0060584750
127359,0553571486
243879,0679403612
32211,0590741314
213350,0446670340
30487,067088300X
56856,0671751727
49168,0446350982
150706,0156011840
189080,0345384210
47056,3800025841
60244,0590412345
94213,0684826127
271144,1558745157
259626,0312140940
198711,0807507091
56157,0312437382
25131,0446615145
110410,0312979894
177458,0886777984
72287,0739414925
196077,0375703438
269321,0843952326
49144,8422663759
72296,0451458559
116288,0684810395
203621,0393034275
32437,0684835355(PB
168719,0345417941
139467,0671799312
